main1,enemy1,main2,enemy2,main3,enemy3,main4,enemy4,main5,enemy5,main_pre_b1,enemy_pre_b1,main_pre_b2,enemy_pre_b2,main_post_b,enemy_post_b,is_first,is_win
c2016,c1133,c2036,c1143,c2015,c2047,c1137,c1110,c2109,c2011,c1126,c6037,c2090,c1112,c2015,c2047,0,2
c2101,c1159,c1133,c4004,c1118,c1099,c5046,c1130,c2069,c1134,c2090,c2016,c1126,c2109,c2069,c1134,1,1
c2016,c1133,c2036,c2070,c1137,c6037,c1119,c2009,c1151,c1034,c2090,c1118,c1126,c2008,c1151,c6037,0,1
c2016,c1159,c2089,c2008,c1133,c5082,c1102,c2109,c2071,c1148,c1126,c2090,c2090,c1151,c2071,c1148,1,2
c2101,c1159,c1133,c5089,c1118,c1121,c1130,c1137,c2069,c4144,c1126,c2016,c2090,c2109,c2069,c1137,0,2
c1159,c6037,c2089,c2101,c2109,c2042,c5082,c2071,c4144,c5089,c2090,c1118,c1126,c1130,c2089,c5089,1,2
c2016,c2089,c1133,c1148,c1118,c1091,c2101,c1134,c2069,c2047,c2090,c4144,c1126,c2090,c2069,c2047,1,1
c2101,c1159,c1133,c2008,c1102,c2016,c2089,c1151,c2019,c5082,c2090,c4144,c1126,c2090,c2019,c1151,0,1
c1159,c2089,c2101,c2109,c5082,c4004,c1151,c2111,c2008,c4144,c1126,c1133,c2090,c1118,c1159,c2111,0,1
c2016,c1133,c2101,c1159,c2008,c1151,c2095,c1147,c1091,c1128,c1126,c2109,c2090,c1117,c1091,c1128,1,1
c2016,c1159,c1133,c2070,c1118,c1137,c2069,c4144,c5089,c2109,c2090,c6062,c1126,c2089,c1118,c2109,1,1
c2016,c5001,c2089,c2022,c5082,c1147,c1148,c2079,c5149,c2101,c2090,c1151,c1126,c1159,c1148,c2022,1,2
c2089,c2109,c2042,c5082,c1055,c1118,c2071,c2090,c2022,c5089,c1126,c6062,c1133,c1126,c2022,c5089,1,1
c2089,c6037,c2109,c1159,c4004,c1137,c5089,c2047,c4144,c1123,c1126,c1151,c1133,c2090,c5089,c1123,1,1
c2109,c1159,c2090,c1055,c4004,c6037,c2111,c5089,c1023,c1124,c1133,c2016,c1126,c2089,c2111,c5089,0,1
c2089,c1159,c2073,c5082,c1055,c2109,c2082,c2111,c2012,c1118,c1133,c2016,c1126,c1126,c2012,c1118,1,1
c1159,c2089,c2109,c4004,c2111,c2101,c4144,c2024,c1134,c2050,c1133,c2090,c1126,c1151,c1159,c2050,0,1
c1159,c2089,c2109,c2090,c6037,c2008,c1146,c2071,c4144,c5089,c1133,c1055,c1126,c1151,c4144,c5089,0,2
c2089,c4004,c2109,c1159,c5089,c1099,c1055,c2071,c2042,c1121,c1133,c2090,c1126,c1126,c2089,c1099,1,1
c2089,c1159,c2109,c4004,c5089,c1154,c1055,c5082,c2042,c2071,c1126,c2090,c1133,c1151,c2089,c4004,1,1
c2089,c1159,c4004,c2109,c5089,c1121,c1055,c6037,c2071,c4144,c1126,c2046,c1133,c1150,c4004,c6037,1,1
c4004,c1055,c2109,c2008,c6062,c2132,c4144,c2073,c1034,c2016,c1126,c2089,c1133,c1151,c4144,c2008,0,2
c6037,c2109,c1151,c2042,c5089,c2046,c1055,c2111,c2082,c1137,c1126,c2089,c1133,c1159,c1151,c1137,0,2
c1159,c1055,c1112,c1121,c2008,c5089,c6062,c1118,c1023,c1111,c1126,c1133,c1133,c2089,c6062,c1118,1,2
c4004,c1159,c2090,c2109,c1055,c1128,c2046,c1112,c1151,c1147,c1126,c2016,c1133,c2089,c1151,c1112,0,2
c2089,c1055,c4004,c1121,c5089,c2070,c2111,c2079,c1023,c1134,c1126,c2008,c1133,c6062,c1023,c1134,0,1
c2089,c2109,c4004,c2008,c5089,c2022,c1055,c5004,c2071,c1151,c1126,c2016,c1133,c1159,c5089,c1151,0,1
c2089,c6037,c1151,c2016,c2109,c2042,c1055,c5082,c6062,c2071,c1126,c1133,c1133,c1126,c1055,c2042,1,1
c2089,c2016,c1055,c5082,c4004,c1144,c1128,c6037,c2082,c2109,c1126,c1151,c1133,c2090,c2089,c2109,1,1
c2109,c4004,c1159,c2073,c6037,c2090,c5089,c1121,c1055,c2071,c1126,c1151,c1133,c2089,c5089,c1121,0,2
c2089,c2016,c4004,c2132,c2073,c1055,c2101,c2079,c1148,c2050,c1126,c2109,c1133,c4144,c1148,c2050,0,1
c2089,c6037,c2073,c4004,c2109,c1154,c2042,c2071,c4144,c2079,c1126,c2090,c1133,c1151,c4144,c2079,1,2
c2089,c6037,c1159,c2109,c4004,c1089,c2071,c2090,c1055,c1148,c1126,c1126,c1133,c2046,c1055,c1148,1,2
c6062,c1014,c4004,c1142,c1117,c1119,c1055,c2090,c1023,c1151,c1126,c2016,c1133,c2109,c1055,c1151,0,1
c1159,c2046,c4004,c1150,c6062,c1014,c1134,c1147,c6017,c2080,c1126,c2016,c1133,c2109,c4004,c2080,1,2
c6062,c2046,c4004,c1151,c5016,c5089,c4144,c2090,c1146,c1147,c1126,c2109,c1133,c2016,c1146,c5089,0,1
c2089,c1159,c2070,c4004,c2109,c2090,c2016,c1154,c1102,c1055,c1126,c6062,c1133,c1151,c1102,c1055,1,1
c2089,c1159,c4004,c2046,c1112,c1014,c1055,c1151,c5016,c1137,c1126,c2016,c1133,c2109,c5016,c1151,0,1
c1159,c1014,c2008,c1142,c1137,c1118,c1117,c1112,c6062,c2080,c1126,c2016,c1133,c2109,c6062,c1112,1,2
c1159,c2046,c1112,c1150,c4004,c1014,c1146,c1147,c6017,c2080,c1126,c2109,c1133,c2016,c4004,c2080,1,1
c2089,c2070,c1055,c5082,c2111,c2109,c1023,c1089,c1121,c1118,c1126,c6062,c1133,c1159,c1121,c1118,1,1
c4004,c1159,c2109,c1151,c6037,c4144,c2038,c1124,c1146,c2090,c1126,c1126,c1133,c2089,c6037,c1124,0,2
c1159,c6037,c4004,c2090,c1055,c1112,c1134,c1151,c1146,c1144,c1126,c2089,c1133,c2109,c1134,c1112,1,1
c2109,c1159,c4004,c2071,c1055,c2132,c2046,c2016,c4144,c1151,c1126,c2089,c1133,c1126,c2046,c1151,0,1
c2089,c4004,c2109,c1091,c5089,c1145,c6062,c2047,c2074,c4005,c1126,c2090,c1133,c1159,c6062,c4005,0,2
c2089,c1159,c2109,c2008,c4004,c2016,c2038,c5082,c1034,c2024,c1126,c2090,c1133,c1055,c1034,c1159,0,1
c2089,c6037,c1159,c2109,c1151,c1014,c1055,c2082,c1023,c5009,c1126,c1133,c1133,c1126,c2089,c5009,1,1
c2109,c2089,c5082,c6062,c1055,c2071,c4144,c2111,c2073,c1137,c1126,c2016,c1133,c1159,c2073,c1137,0,1
c1159,c2089,c2109,c4004,c2111,c2101,c4144,c5149,c6062,c1109,c1126,c2090,c1133,c1151,c2111,c5149,0,1
c2089,c2016,c2073,c5082,c1128,c2008,c2111,c1137,c1148,c4144,c1126,c2090,c1133,c2024,c2111,c5082,1,1
c2089,c5082,c4004,c1055,c2109,c2047,c1023,c1159,c5089,c1151,c1126,c1118,c1133,c4144,c4004,c1151,1,2
c1112,c1133,c2016,c2069,c1143,c2091,c5016,c2047,c1055,c2012,c1126,c2109,c2090,c1117,c1055,c2047,0,2
c2089,c4004,c2070,c1159,c5089,c2109,c1055,c1099,c6062,c1139,c1126,c1126,c2090,c2090,c2070,c1099,1,2
c2089,c1159,c2109,c6037,c5082,c2071,c1055,c4123,c1023,c2024,c1126,c3084,c2090,c1083,c5082,c2024,1,1
c1159,c2089,c2109,c2016,c1055,c5082,c6037,c2071,c4144,c1141,c1126,c2090,c2090,c1133,c1055,c1141,0,2
c1133,c1112,c4004,c2016,c4144,c1159,c2038,c1137,c2074,c1142,c1126,c2109,c2090,c1117,c4004,c1142,1,2
c2008,c1118,c2016,c1133,c6062,c2069,c1114,c1112,c1134,c2091,c1126,c1117,c2090,c2109,c1134,c2091,1,2
c2008,c2099,c1117,c1150,c2109,c2047,c1102,c1154,c4144,c1142,c1126,c2016,c2090,c1137,c1117,c1142,1,1
c1159,c2109,c4004,c2132,c6062,c2073,c4144,c2053,c5089,c1055,c1126,c1151,c2090,c2089,c6062,c2053,0,2
c2109,c2070,c4004,c2050,c6037,c5089,c6062,c2132,c4144,c2024,c1126,c2089,c2090,c2016,c6062,c5089,1,1
c2008,c1133,c2016,c2069,c5016,c2091,c1134,c2082,c1055,c2099,c1126,c2109,c2090,c1117,c1055,c2069,0,1
c2089,c1133,c1159,c6037,c2109,c2016,c1055,c2101,c1023,c1137,c1126,c1150,c2090,c1118,c1159,c1137,1,1
c2089,c1159,c4004,c2016,c2038,c2008,c2109,c5082,c2082,c2012,c1126,c4144,c2090,c1151,c4004,c2008,0,2
c6037,c4004,c1151,c2042,c5089,c1159,c1055,c2024,c1034,c1137,c1126,c2090,c2090,c2008,c1034,c1159,0,2
c1159,c1133,c2008,c2069,c2016,c2091,c6062,c2082,c1055,c1112,c1126,c1117,c2090,c2109,c2008,c1112,1,2
c2089,c5082,c4004,c2008,c1055,c2109,c1154,c6037,c2071,c2079,c1126,c2090,c2090,c1159,c1154,c2079,1,1
c1159,c2016,c2109,c1133,c4004,c5046,c4144,c1118,c1134,c2079,c1126,c1117,c2090,c6062,c1134,c2079,1,1
c1159,c1133,c2008,c2069,c1055,c1112,c1114,c1118,c2047,c2080,c1126,c1117,c2090,c2109,c2047,c1118,1,2
c2089,c1159,c2073,c5082,c1055,c4004,c5089,c2050,c2109,c1139,c1126,c2046,c2090,c2090,c5089,c1139,1,1
c2089,c6037,c1159,c2109,c1055,c4004,c5089,c2019,c1148,c1121,c1126,c1118,c2090,c1133,c1055,c1121,1,1
c2089,c2016,c1159,c6037,c1144,c5089,c1055,c1014,c1023,c2020,c1126,c1121,c2090,c1133,c1023,c5089,0,2
c2008,c1133,c1055,c1151,c6037,c1159,c2016,c1147,c1134,c1130,c1126,c1117,c2090,c2109,c2008,c1147,0,1
c1159,c2016,c4004,c2101,c2038,c2089,c1055,c1119,c1133,c5089,c1126,c2109,c2090,c4144,c1133,c5089,1,1
c2089,c2109,c1159,c5082,c2016,c1112,c1128,c1055,c1023,c2024,c1126,c2069,c2090,c2046,c2089,c2024,0,2
c2089,c1133,c1151,c1144,c2109,c5009,c1091,c1014,c1023,c5089,c1126,c5082,c2090,c6037,c1091,c1133,1,1
c2089,c2016,c4004,c2008,c5089,c5082,c1159,c6062,c1055,c1121,c1126,c1151,c2090,c2090,c1055,c5082,1,2
c2089,c1159,c4004,c2109,c5089,c1151,c6037,c1144,c1055,c1147,c1126,c1150,c2090,c1118,c2089,c1159,1,1
c1159,c1118,c2109,c1112,c1134,c1137,c2008,c1055,c2042,c1073,c1126,c1117,c2090,c2016,c2008,c1118,1,2
c2089,c1159,c2109,c4004,c5089,c1055,c1151,c6037,c1112,c1141,c1126,c1133,c2090,c2069,c1112,c1141,0,2
c1159,c2016,c4004,c2008,c2038,c5082,c1055,c1144,c1148,c2109,c1126,c2089,c2090,c1151,c1148,c2109,0,2
c2089,c1159,c2073,c5082,c1055,c4004,c5089,c2109,c2074,c2024,c1126,c1133,c2090,c2090,c2073,c2024,1,2
c2008,c1133,c1159,c1130,c1117,c1034,c2015,c1125,c4144,c5089,c1126,c2016,c2090,c2109,c2008,c1034,0,2
c1159,c4004,c2089,c2049,c5089,c2079,c1148,c1121,c1154,c2103,c1126,c6062,c2090,c2024,c1148,c1121,0,2
c1159,c6037,c4004,c1055,c4144,c1099,c1143,c1147,c5071,c4065,c1126,c2109,c2090,c2016,c5071,c4065,1,1
c2089,c1159,c4004,c6037,c1055,c4144,c5089,c2024,c2082,c5082,c1126,c2109,c2090,c2016,c2089,c2024,0,1
c4004,c2008,c2109,c2070,c1055,c2047,c1151,c1137,c5089,c6037,c1126,c2089,c2090,c1159,c1151,c6037,0,1
c1159,c1055,c2109,c2008,c2111,c1102,c1151,c2071,c2099,c2016,c1126,c2089,c2090,c3004,c1151,c2016,1,2
c2089,c2016,c1159,c2008,c1055,c5082,c1128,c1137,c2082,c1144,c1126,c1151,c2090,c2090,c1159,c2008,0,2
c1159,c1133,c2008,c2069,c2016,c2091,c1134,c1118,c1055,c2006,c1126,c1117,c2090,c2109,c1134,c2069,1,1
c2089,c1133,c2008,c1130,c1137,c1125,c5016,c1034,c4144,c5046,c1126,c2109,c2090,c2016,c5016,c1125,1,2
c1159,c6037,c4004,c1055,c2111,c1099,c2038,c1147,c1023,c4065,c1126,c2109,c2090,c2016,c1023,c1147,1,1
c2089,c2016,c1159,c4004,c1148,c2079,c5089,c2082,c1133,c2099,c1126,c4144,c2090,c1151,c1148,c2099,0,2
c5082,c2089,c2109,c2073,c6037,c4004,c4144,c2016,c1055,c2079,c1126,c1159,c2090,c1151,c1055,c4004,0,2
c1159,c2089,c2109,c2070,c1055,c2073,c1133,c5004,c2111,c5071,c1126,c2102,c2090,c1151,c2111,c5004,0,1
c2089,c2073,c4004,c1055,c2109,c1133,c4144,c2071,c2020,c2079,c1126,c1151,c2090,c1159,c4144,c2079,1,1
c2109,c1159,c4004,c1151,c6037,c2070,c1055,c1137,c1134,c2024,c1126,c2090,c2090,c2089,c1134,c1151,0,1
c2089,c1159,c4004,c1099,c1112,c1055,c5089,c1147,c4144,c2102,c1126,c2109,c2090,c2016,c1112,c1147,0,2
c1159,c2008,c5089,c2101,c1055,c1121,c1151,c2109,c2111,c1134,c1126,c3004,c2090,c2089,c1151,c1134,1,1
c1159,c2070,c1055,c2050,c5089,c1133,c2079,c1112,c2109,c1125,c1126,c2089,c2090,c2016,c1159,c2050,1,2
c2008,c2046,c6062,c1147,c1146,c1150,c3014,c5089,c1104,c1101,c1126,c2016,c2090,c2109,c1104,c1147,0,1
c2008,c1133,c1159,c6037,c1055,c2101,c4144,c2050,c1023,c2069,c1126,c2016,c2090,c2109,c1023,c2069,0,2
c2089,c6037,c4004,c1133,c2109,c1102,c1055,c1121,c1023,c2103,c1126,c1151,c2090,c2016,c1023,c2103,1,1
c1159,c2089,c2109,c2071,c1055,c4004,c1148,c5089,c1133,c1129,c1126,c1151,c2090,c2102,c1133,c5089,0,1
c2089,c1159,c5089,c2016,c1055,c1151,c6037,c2008,c1089,c1141,c1126,c1133,c2090,c2046,c1055,c1141,1,1
c2008,c1133,c2016,c2069,c6062,c2091,c6037,c2012,c1055,c1112,c1126,c2109,c2090,c1117,c1055,c1112,0,2
c2089,c1133,c2109,c1125,c5082,c2024,c1055,c2011,c1091,c2012,c1126,c6062,c2090,c1117,c2089,c2024,1,1
c2089,c2016,c1159,c2008,c4004,c2132,c2074,c2101,c4144,c2079,c1126,c2090,c2090,c1151,c2089,c2132,1,1
c1159,c2109,c2089,c4004,c5089,c2073,c1055,c2027,c6062,c2024,c1126,c1151,c2090,c1133,c2089,c2073,0,1
c1159,c6037,c4004,c1034,c1151,c2109,c1055,c1118,c2016,c1137,c1126,c1067,c2090,c3122,c1159,c6037,0,2
c2089,c4004,c1159,c2070,c1055,c2016,c5089,c2111,c1034,c1137,c1126,c6062,c2090,c1151,c5089,c2111,0,1
c1159,c2050,c1133,c2070,c1121,c2014,c1014,c5089,c2020,c1023,c2016,c2089,c2109,c2016,c1121,c1023,1,1
c1133,c1159,c1121,c2002,c5089,c1151,c1014,c1112,c2069,c2015,c2109,c2109,c2016,c2016,c2069,c1112,0,1
c1159,c6037,c2024,c1121,c1112,c2046,c2004,c2095,c1007,c2047,c2109,c2016,c2016,c1133,c1159,c2047,1,1
c2046,c1133,c2050,c2070,c5089,c1117,c1121,c2024,c2090,c1151,c2016,c2016,c2109,c6062,c2046,c1151,0,2
c1159,c1089,c1118,c1133,c1112,c1014,c2004,c2046,c1007,c1020,c2109,c1126,c2016,c2109,c2004,c1020,1,2
c1159,c2090,c1133,c2008,c5089,c1137,c1121,c2050,c2069,c2022,c2016,c2089,c2109,c2016,c5089,c2008,0,1
c2046,c1133,c2050,c1118,c1150,c2035,c4123,c2069,c1112,c2079,c2109,c2016,c2016,c1159,c2046,c1118,0,1
c2046,c1133,c2050,c1150,c4123,c1118,c1151,c1112,c2035,c1130,c2016,c2016,c2109,c6062,c2035,c1118,0,1
c1159,c6037,c1118,c2089,c1014,c4144,c2024,c4004,c2050,c1112,c2109,c1126,c2016,c1133,c1118,c1112,1,1
c1159,c2008,c5089,c2101,c1121,c5082,c2024,c1141,c1130,c2089,c2016,c1151,c2109,c2090,c1159,c5082,1,2
c1121,c1159,c5089,c1126,c1118,c1141,c2020,c1014,c2069,c3064,c2109,c1133,c2016,c2089,c2020,c1014,0,1
c1159,c6037,c1118,c2090,c1121,c4144,c5089,c2042,c2099,c1023,c2016,c1133,c2109,c2089,c2099,c1023,1,1
c1159,c2046,c1118,c1150,c2004,c1014,c2015,c1007,c1020,c2020,c2109,c1133,c2016,c2089,c2015,c1007,1,1
c1159,c2089,c1133,c2070,c1121,c4144,c5089,c2090,c2069,c1118,c2016,c6062,c2109,c2008,c1133,c2089,1,2
c5089,c1133,c1159,c4144,c2024,c5046,c2004,c1099,c2020,c1150,c2109,c1126,c2016,c2089,c2004,c1133,1,1
c1159,c1126,c1118,c1133,c2004,c4144,c1150,c1007,c2050,c6037,c2016,c2090,c2109,c2008,c2004,c4144,1,2
c5089,c1159,c1121,c2008,c1118,c1141,c2020,c1014,c1112,c1091,c2109,c1133,c2016,c1151,c5089,c2008,0,1
c1133,c2022,c2024,c1117,c5089,c1137,c1121,c1144,c2090,c1112,c2016,c1151,c2109,c2016,c2090,c1112,0,1
c1133,c1159,c1121,c4004,c5089,c1117,c1118,c1091,c1006,c1134,c2109,c2090,c2016,c1151,c5089,c1117,0,1
c1118,c6037,c1112,c1121,c2079,c1134,c2099,c2042,c1034,c2014,c2016,c1133,c2109,c1159,c2099,c2014,1,1
c1118,c2089,c1121,c6062,c1119,c4144,c6011,c1137,c2042,c2015,c2109,c1133,c2016,c2090,c2042,c2015,0,1
c1118,c2089,c1121,c2070,c5089,c1134,c2020,c5082,c2079,c2015,c2016,c1133,c2109,c1159,c1118,c5082,0,2
c1159,c2070,c1133,c2050,c5089,c2022,c1121,c1139,c2069,c2002,c2016,c1117,c2109,c2109,c2069,c2002,0,1
c1133,c2050,c1159,c1117,c5089,c1137,c1121,c6062,c2069,c4144,c2109,c1151,c2016,c2090,c2069,c4144,0,2
c1159,c5089,c1112,c1121,c1151,c1118,c1134,c4144,c2024,c1111,c2016,c1133,c2109,c6062,c1112,c1111,1,2
c1133,c2089,c1118,c1137,c5089,c1117,c1121,c2095,c2069,c1143,c2016,c2109,c2109,c2016,c1121,c2095,0,2
c1133,c2070,c5089,c1137,c1121,c6017,c2024,c1144,c1130,c2047,c2016,c1159,c2109,c2016,c1130,c6017,1,1
c1159,c2101,c5089,c4123,c1121,c4144,c1119,c1099,c6011,c1023,c2109,c2069,c2016,c2090,c1159,c1023,1,1
c1159,c2022,c1121,c2101,c5089,c1112,c2024,c2089,c2020,c1144,c2016,c1118,c2109,c1133,c1159,c1112,0,2
c1159,c1151,c1133,c2090,c2020,c1014,c2004,c1007,c1150,c1020,c2109,c1118,c2016,c2089,c1133,c1014,1,1
c1133,c4123,c5089,c1117,c1121,c1151,c1119,c4144,c6011,c1128,c2016,c2089,c2109,c1159,c6011,c1151,1,1
c1159,c6062,c1118,c1133,c1112,c1117,c1119,c4144,c6011,c1134,c2109,c1126,c2016,c2090,c1119,c1133,1,1
c1159,c6037,c1133,c2101,c1118,c1117,c1130,c1126,c2069,c1112,c2016,c2016,c2109,c2008,c1159,c1117,1,1
c1159,c2089,c1133,c2101,c1118,c2008,c1112,c6062,c2069,c1137,c2109,c4144,c2016,c2090,c1112,c2008,1,1
c1133,c2008,c2024,c2022,c1034,c1151,c1006,c1134,c5089,c1014,c2016,c2089,c2109,c1159,c1133,c1151,1,2
c1133,c1159,c1118,c2042,c5089,c1091,c1121,c2015,c2069,c1151,c2109,c4144,c2016,c2090,c1133,c1091,0,2
c1133,c1159,c1121,c1117,c5089,c2019,c1014,c4004,c1130,c2015,c2016,c2089,c2109,c6062,c5089,c4004,0,2
c1159,c1133,c5089,c2070,c1121,c6062,c1118,c1151,c1112,c1134,c2109,c4144,c2016,c2090,c1118,c1134,1,1
c1159,c2008,c1133,c4144,c2024,c5082,c1130,c2046,c2069,c2050,c2016,c1151,c2109,c2090,c1133,c5082,0,2
c1159,c2008,c1133,c2101,c1034,c1144,c2024,c4144,c2069,c1134,c2109,c1151,c2016,c2090,c2024,c1134,1,1
c1159,c2089,c2016,c2109,c6037,c5082,c2085,c2070,c2071,c2079,c1117,c1133,c4144,c1118,c2085,c5082,1,1
c1159,c4144,c1133,c1118,c2004,c1014,c1020,c2019,c2069,c2007,c2016,c2109,c2109,c6037,c2069,c2019,0,2
c1159,c1133,c1118,c1126,c2004,c1014,c1020,c1007,c1150,c2102,c2109,c2089,c2016,c4144,c2004,c1133,1,2
c1159,c2022,c1133,c2079,c5089,c2008,c1121,c1141,c2069,c5016,c2016,c2109,c2109,c2089,c1133,c2008,0,2
c1159,c2090,c5089,c2070,c1121,c2050,c1118,c1151,c2069,c1134,c2109,c1133,c2016,c4144,c2069,c1151,1,1
c1133,c2089,c1121,c2008,c5089,c1144,c2024,c1128,c1130,c1151,c2016,c1118,c2109,c1159,c2024,c1151,1,2
c1133,c6037,c1159,c1117,c5089,c1137,c1121,c1151,c2020,c2090,c2109,c1126,c2016,c2008,c2020,c1151,0,1
c1133,c2090,c1159,c2008,c5089,c1137,c1121,c2050,c2069,c2022,c2016,c2016,c2109,c2089,c5089,c1137,0,2
c1118,c1159,c1121,c1134,c5089,c2090,c1014,c2015,c2079,c1023,c2109,c1133,c2016,c4144,c5089,c1023,0,1
c1133,c2089,c1118,c1137,c1121,c4144,c2069,c2015,c2091,c1089,c2016,c1117,c2109,c6037,c1118,c2015,1,1
c1159,c2089,c1133,c4004,c1118,c1134,c2079,c1117,c1006,c1014,c2109,c4144,c2016,c2090,c1133,c1014,1,1
c1159,c4004,c1133,c5082,c1034,c1151,c2024,c2074,c2111,c1134,c2016,c2090,c2109,c2016,c1159,c1134,1,2
c1133,c1159,c1121,c1137,c5089,c4144,c2024,c1151,c2069,c1112,c2109,c5082,c2016,c2101,c1133,c1151,0,1
c1159,c2089,c1118,c2070,c1014,c4144,c2024,c2022,c1130,c1134,c2016,c1133,c2109,c6062,c2024,c1134,1,2
c1133,c1159,c1121,c6062,c5089,c1117,c1014,c4144,c1130,c1089,c2109,c2089,c2016,c1118,c1130,c4144,0,1
c1159,c1126,c1133,c2090,c5089,c1117,c1121,c2038,c2069,c1151,c2016,c2109,c2109,c4144,c2069,c1117,0,2
c1133,c1159,c1121,c1126,c5089,c6062,c2004,c2015,c1130,c1144,c2109,c2101,c2016,c2090,c1133,c2015,0,1
c1159,c2008,c5089,c1133,c1121,c2090,c1118,c1128,c2069,c1134,c2016,c4144,c2109,c2089,c2069,c1133,1,1
c1159,c1133,c2008,c1118,c1117,c1130,c1137,c5089,c1112,c5046,c2109,c2090,c2016,c1151,c1112,c1118,1,2
c2046,c1133,c2050,c4144,c1150,c2035,c4123,c1117,c2013,c1118,c2109,c2071,c2016,c2101,c1150,c4144,0,1
c1133,c5001,c2024,c2050,c1130,c6062,c1118,c1134,c2099,c2095,c2016,c1151,c2109,c1159,c2099,c5001,0,2
c1133,c1159,c1121,c1117,c5089,c4144,c2024,c1151,c1130,c1126,c2109,c2089,c2016,c6062,c1130,c1126,0,1
c1133,c1159,c1121,c1118,c5089,c2008,c2024,c2089,c4144,c1134,c2016,c2090,c2109,c1151,c1133,c2089,0,1
c1159,c2046,c1118,c2101,c2004,c6062,c2090,c1117,c5089,c2132,c2109,c1133,c2016,c2089,c5089,c2132,1,1
c1159,c2089,c1133,c4144,c2004,c4004,c6011,c1117,c1119,c6037,c2016,c2101,c2109,c2090,c6011,c4004,1,1
c1159,c2089,c1118,c2070,c1014,c4144,c2079,c1134,c6011,c2022,c2109,c1133,c2016,c6062,c1118,c2070,1,2
c2024,c4144,c1118,c2023,c1121,c1099,c6062,c4123,c2090,c2047,c2016,c1133,c2109,c1159,c2090,c4123,0,2
c1159,c1133,c1118,c2101,c1121,c2090,c2099,c6037,c1034,c2027,c2109,c5009,c2016,c2069,c1121,c2027,1,1
c1118,c2089,c1159,c5082,c5089,c2070,c1014,c4144,c2069,c2019,c2109,c2016,c2016,c1133,c2069,c2070,0,2
c1159,c1133,c1118,c1126,c2004,c4144,c1137,c6062,c2050,c2095,c2016,c2109,c2109,c2089,c1159,c1126,1,1
c1133,c1117,c5089,c5082,c1121,c1151,c2020,c4144,c1130,c1112,c2109,c2089,c2016,c1159,c2020,c1112,1,1
c1159,c2090,c5089,c2101,c1121,c2089,c2004,c1151,c1007,c1023,c2016,c6062,c2109,c6037,c1159,c1023,1,2
c1159,c2089,c1118,c2008,c1014,c5082,c2069,c2050,c5089,c1117,c2109,c1133,c2016,c6037,c1118,c5082,1,2
c1133,c4144,c1118,c1126,c4123,c1137,c2069,c2015,c2079,c2095,c2016,c1159,c2109,c6062,c2069,c1137,1,1
c1118,c2070,c1159,c4144,c1121,c5089,c1119,c1144,c1150,c2014,c2109,c1133,c2016,c6062,c1118,c2070,0,2
c1159,c4144,c1133,c1137,c5089,c4004,c1121,c2090,c2069,c6037,c2016,c2016,c2109,c2101,c1133,c4144,0,1
c2046,c1133,c2050,c6062,c5089,c2070,c1121,c2089,c2090,c2065,c2109,c3156,c2016,c3155,c2046,c2089,0,2
c1159,c2089,c1133,c2101,c1014,c4144,c2069,c2015,c1112,c1023,c2016,c2090,c2109,c6062,c2069,c1023,1,2
c1118,c1159,c1121,c1151,c5089,c6062,c2004,c1134,c2079,c4144,c2109,c1133,c2016,c2016,c2079,c6062,0,2
c2046,c1133,c2050,c2070,c5089,c1159,c1121,c2069,c2080,c2101,c2016,c1117,c2109,c6037,c2046,c1133,0,1
c1133,c2090,c1159,c2008,c1034,c2022,c2024,c1134,c2069,c1117,c2109,c2016,c2016,c2089,c1133,c1117,0,2
c1159,c1133,c2008,c1143,c1112,c2011,c1151,c1110,c2015,c1007,c2016,c6037,c2109,c2016,c1112,c1007,0,2
c1159,c2090,c1118,c2132,c1121,c6062,c1112,c2038,c2099,c1134,c2109,c1133,c2016,c4144,c2099,c1134,1,1
c1159,c1142,c2008,c1133,c1117,c2046,c2015,c5046,c2065,c2090,c2016,c6062,c2109,c1126,c2015,c2090,1,2
c1159,c4123,c1112,c2046,c1118,c6062,c2020,c2079,c2099,c1134,c2109,c1126,c2016,c2089,c2099,c1134,1,2
c1151,c1133,c2050,c4144,c4123,c2035,c2024,c1118,c1134,c1130,c2109,c2046,c2016,c1159,c4123,c1130,0,2
c1159,c2089,c1133,c2101,c1014,c2008,c1118,c1144,c2069,c1117,c2016,c2024,c2109,c1151,c2069,c1117,1,1
c1159,c2046,c1118,c2101,c1121,c1112,c1130,c2050,c1007,c1023,c2109,c2089,c2016,c1133,c1118,c1023,1,2
c2046,c1133,c2050,c1159,c4123,c2070,c1150,c1117,c4144,c1146,c2016,c2090,c2109,c2101,c4144,c2070,0,2
c1118,c1133,c1159,c5082,c1034,c1134,c2024,c6017,c1006,c2019,c2109,c6037,c2016,c1126,c1006,c2019,0,2
c1159,c2089,c1118,c2090,c1014,c4144,c2091,c2008,c2069,c2015,c2016,c6037,c2109,c1133,c1118,c2015,1,2
c1118,c1133,c1159,c1143,c1112,c1007,c2004,c1134,c2020,c2069,c2016,c6037,c2109,c2016,c2004,c1133,0,1
c1133,c4144,c2024,c2008,c1121,c1117,c6011,c4123,c1119,c1151,c2109,c1159,c2016,c2016,c1119,c1151,1,2
c1133,c5001,c2024,c1137,c1121,c6062,c2099,c2050,c2090,c2132,c2016,c1159,c2109,c1151,c2099,c2132,1,2
